DB/Table|Source Column|Ref Table Column|Typelist (per Dictionary)|Final Harmonized Column Names (3)|Attributes from Lookup Table
policycenter.dbo.pc_businessvehicle|VehicleSizeClass|ID|policycenter.dbo.pctl_VehicleSizeClass|pctl_VehicleSizeClass_TypeCode_VehicleSizeClass / pctl_VehicleSizeClass_Name_VehicleSizeClass / pctl_VehicleSizeClass_Description_VehicleSizeClass|TypeCode / Name / Description
policycenter.dbo.pc_businessvehicle|VehicleType|ID|policycenter.dbo.pctl_VehicleType|pctl_VehicleType_TypeCode_VehicleType / pctl_VehicleType_Name_VehicleType / pctl_VehicleType_Description_VehicleType|TypeCode / Name / Description
policycenter.dbo.pc_businessvehiclecov|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pc_businessvehiclecov|Currency|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency|TypeCode / Name / Description
policycenter.dbo.pc_businessvehiclecov|Subtype|ID|policycenter.dbo.pctl_BusinessVehicleCov|pctl_BusinessVehicleCov_TypeCode_Subtype / pctl_BusinessVehicleCov_Name_Subtype / pctl_BusinessVehicleCov_Description_Subtype|TypeCode / Name / Description
policycenter.dbo.pc_businessvehiclecov|SpecifiedCauseOfLoss|ID|policycenter.dbo.pctl_SpecifiedCauseOfLoss|pctl_SpecifiedCauseOfLoss_TypeCode_SpecifiedCauseOfLoss / pctl_SpecifiedCauseOfLoss_Name_SpecifiedCauseOfLoss / pctl_SpecifiedCauseOfLoss_Description_SpecifiedCauseOfLoss|TypeCode / Name / Description
policycenter.dbo.pc_bavehiclemodifier|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pc_bavehiclemodifier|State|ID|policycenter.dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode_State / pctl_Jurisdiction_Name_State / pctl_Jurisdiction_Description_State|TypeCode / Name / Description
policycenter.dbo.pc_bavehiclemodifier|Subtype|ID|policycenter.dbo.pctl_BusinessVehicleModifier|pctl_BusinessVehicleModifier_TypeCode_Subtype / pctl_BusinessVehicleModifier_Name_Subtype / pctl_BusinessVehicleModifier_Description_Subtype|TypeCode / Name / Description
policycenter.dbo.pc_businessweek|BusinessWeekEnd|ID|policycenter.dbo.pctl_Weekdays|pctl_Weekdays_TypeCode / pctl_Weekdays_Name / pctl_Weekdays_Description|TypeCode / Name / Description
policycenter.dbo.pc_businessweek_zone|Country|ID|policycenter.dbo.pctl_Country|pctl_Country_TypeCode_Country / pctl_Country_Name_Country / pctl_Country_Description_Country|TypeCode / Name / Description
policycenter.dbo.pc_businessweek_zone|ZoneType|ID|policycenter.dbo.pctl_ZoneType|pctl_ZoneType_TypeCode_ZoneType / pctl_ZoneType_Name_ZoneType / pctl_ZoneType_Description_ZoneType|TypeCode / Name / Description
policycenter.dbo.pc_bizweek_nam_l10n|Language|ID|policycenter.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language|TypeCode / Name / Description
policycenter.dbo.pcx_ca7autodealer|ADClass|ID|policycenter.dbo.pctl_CA7GarageDealersClass|pctl_CA7GarageDealersClass_TypeCode_ADClass / pctl_CA7GarageDealersClass_Name_ADClass / pctl_CA7GarageDealersClass_Description_ADClass|TypeCode / Name / Description
policycenter.dbo.pcx_ca7autodealer|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pcx_ca7autodealer|CovType|ID|policycenter.dbo.pctl_ca7garagedealerscoveraget|pctl_ca7garagedealerscoveraget_TypeCode_CovType / pctl_ca7garagedealerscoveraget_Name_CovType / pctl_ca7garagedealerscoveraget_Description_CovType|TypeCode / Name / Description
policycenter.dbo.pcx_ca7autodealer|PhysDamageClassification|ID|policycenter.dbo.pctl_ca7garagedealersphysicald|pctl_ca7garagedealersphysicald_TypeCode_PhysDamageClassification / pctl_ca7garagedealersphysicald_Name_PhysDamageClassification / pctl_ca7garagedealersphysicald_Description_PhysDamageClassification|TypeCode / Name / Description
policycenter.dbo.pcx_ca7autodealer|PreferredCoverageCurrency|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_PreferredCoverageCurrency / pctl_Currency_Name_PreferredCoverageCurrency / pctl_Currency_Description_PreferredCoverageCurrency|TypeCode / Name / Description
policycenter.dbo.pcx_ca7autodealer|RatingBase|ID|policycenter.dbo.pctl_ca7garagekeepersratingbas|pctl_ca7garagekeepersratingbas_TypeCode_RatingBase / pctl_ca7garagekeepersratingbas_Name_RatingBase / pctl_ca7garagekeepersratingbas_Description_RatingBase|TypeCode / Name / Description
policycenter.dbo.pcx_ca7autodealeraddlinsured|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pcx_ca7autodealercond|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pcx_ca7autodealercond|Currency|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency|TypeCode / Name / Description
policycenter.dbo.pcx_ca7autodealercond|Subtype|ID|policycenter.dbo.pctl_CA7AutoDealerCond|pctl_CA7AutoDealerCond_TypeCode_Subtype / pctl_CA7AutoDealerCond_Name_Subtype / pctl_CA7AutoDealerCond_Description_Subtype|TypeCode / Name / Description
policycenter.dbo.pcx_ca7autodealercov|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pcx_ca7autodealercov|Currency|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency|TypeCode / Name / Description
policycenter.dbo.pcx_ca7autodealercov|Subtype|ID|policycenter.dbo.pctl_CA7AutoDealerCov|pctl_CA7AutoDealerCov_TypeCode_Subtype / pctl_CA7AutoDealerCov_Name_Subtype / pctl_CA7AutoDealerCov_Description_Subtype|TypeCode / Name / Description
policycenter.dbo.pcx_ca7autodealerexcl|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pcx_ca7autodealerexcl|Currency|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency|TypeCode / Name / Description
policycenter.dbo.pcx_ca7autodealerexcl|Subtype|ID|policycenter.dbo.pctl_CA7AutoDealerExcl|pctl_CA7AutoDealerExcl_TypeCode_Subtype / pctl_CA7AutoDealerExcl_Name_Subtype / pctl_CA7AutoDealerExcl_Description_Subtype|TypeCode / Name / Description
policycenter.dbo.pcx_ca7businterruplinetype|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ca7businterruplinetype|limOfIns|ID|policycenter.dbo.pctl_BusinessInterupLimOfIns|pctl_BusinessInterupLimOfIns_TypeCode2 / pctl_BusinessInterupLimOfIns_Name2 / pctl_BusinessInterupLimOfIns_Description2|TypeCode / Name / Description
policycenter.dbo.pcx_ca7businterruplinetype|schPropType|ID|policycenter.dbo.pctl_BusinessInperupPropType|pctl_BusinessInperupPropType_TypeCode1 / pctl_BusinessInperupPropType_Name1 / pctl_BusinessInperupPropType_Description1|TypeCode / Name / Description
policycenter.dbo.pcx_ca7businterruppbttype|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pcx_ca7businterruppbttype|limOfIns|ID|policycenter.dbo.pctl_BusinessInterupLimOfIns|pctl_BusinessInterupLimOfIns_TypeCode_limOfIns / pctl_BusinessInterupLimOfIns_Name_limOfIns / pctl_BusinessInterupLimOfIns_Description_limOfIns|TypeCode / Name / Description
policycenter.dbo.pcx_ca7businterruppbttype|schPropType|ID|policycenter.dbo.pctl_BusinessInperupPropType|pctl_BusinessInperupPropType_TypeCode_schPropType / pctl_BusinessInperupPropType_Name_schPropType / pctl_BusinessInperupPropType_Description_schPropType|TypeCode / Name / Description
policycenter.dbo.pcx_ca7businterrupschspctype|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pcx_ca7businterrupschspctype|limOfIns|ID|policycenter.dbo.pctl_BusinessInterupLimOfIns|pctl_BusinessInterupLimOfIns_TypeCode_limOfIns / pctl_BusinessInterupLimOfIns_Name_limOfIns / pctl_BusinessInterupLimOfIns_Description_limOfIns|TypeCode / Name / Description
policycenter.dbo.pcx_ca7businterrupschspctype|schPropType|ID|policycenter.dbo.pctl_BusinessInperupPropType|pctl_BusinessInperupPropType_TypeCode_schPropType / pctl_BusinessInperupPropType_Name_schPropType / pctl_BusinessInperupPropType_Description_schPropType|TypeCode / Name / Description
policycenter.dbo.pcx_ca7businterrupschedule|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pcx_ca7businterrupschedule|limOfIns|ID|policycenter.dbo.pctl_BusinessInterupLimOfIns|pctl_BusinessInterupLimOfIns_TypeCode_limOfIns / pctl_BusinessInterupLimOfIns_Name_limOfIns / pctl_BusinessInterupLimOfIns_Description_limOfIns|TypeCode / Name / Description
policycenter.dbo.pcx_ca7businterrupschedule|schPropType|ID|policycenter.dbo.pctl_BusinessInperupPropType|pctl_BusinessInperupPropType_TypeCode_schPropType / pctl_BusinessInperupPropType_Name_schPropType / pctl_BusinessInperupPropType_Description_schPropType|TypeCode / Name / Description
policycenter.dbo.pcx_ca7businterrupschedulettt|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pcx_ca7businterrupschedulettt|limOfIns|ID|policycenter.dbo.pctl_BusinessInterupLimOfIns|pctl_BusinessInterupLimOfIns_TypeCode_limOfIns / pctl_BusinessInterupLimOfIns_Name_limOfIns / pctl_BusinessInterupLimOfIns_Description_limOfIns|TypeCode / Name / Description
policycenter.dbo.pcx_ca7businterrupschedulettt|schPropType|ID|policycenter.dbo.pctl_BusinessInperupPropType|pctl_BusinessInperupPropType_TypeCode_schPropType / pctl_BusinessInperupPropType_Name_schPropType / pctl_BusinessInperupPropType_Description_schPropType|TypeCode / Name / Description
policycenter.dbo.pcx_ca7cededpremiumhistory|Reason|ID|policycenter.dbo.pctl_RIRecalcReason|pctl_RIRecalcReason_TypeCode_Reason / pctl_RIRecalcReason_Name_Reason / pctl_RIRecalcReason_Description_Reason|TypeCode / Name / Description
policycenter.dbo.pcx_ca7cededpremiumtrans|BasisGNP_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_BasisGNP_cur / pctl_Currency_Name_BasisGNP_cur / pctl_Currency_Description_BasisGNP_cur|TypeCode / Name / Description
policycenter.dbo.pcx_ca7cededpremiumtrans|CededPremium_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_CededPremium_cur / pctl_Currency_Name_CededPremium_cur / pctl_Currency_Description_CededPremium_cur|TypeCode / Name / Description
policycenter.dbo.pcx_ca7cededpremiumtrans|CededPremiumMarkup_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_CededPremiumMarkup_cur / pctl_Currency_Name_CededPremiumMarkup_cur / pctl_Currency_Description_CededPremiumMarkup_cur|TypeCode / Name / Description
policycenter.dbo.pcx_ca7cededpremiumtrans|CededRiskAmount_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_CededRiskAmount_cur / pctl_Currency_Name_CededRiskAmount_cur / pctl_Currency_Description_CededRiskAmount_cur|TypeCode / Name / Description
policycenter.dbo.pcx_ca7cededpremiumtrans|Commission_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_Commission_cur / pctl_Currency_Name_Commission_cur / pctl_Currency_Description_Commission_cur|TypeCode / Name / Description
policycenter.dbo.pcx_ca7commautodriver|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ca7commautodriver|DriverStatus|ID|policycenter.dbo.pctl_CA7DriverStatus_Ext|pctl_CA7DriverStatus_Ext_TypeCode / pctl_CA7DriverStatus_Ext_Name / pctl_CA7DriverStatus_Ext_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ca7commautodriver|DriverType_Ext|ID|policycenter.dbo.pctl_DriverDetails_Type_Ext|pctl_DriverDetails_Type_Ext_TypeCode / pctl_DriverDetails_Type_Ext_Name / pctl_DriverDetails_Type_Ext_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ca7commautodriver|Gender|ID|policycenter.dbo.pctl_GenderType|pctl_GenderType_TypeCode / pctl_GenderType_Name / pctl_GenderType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ca7commautodriver|LicenseState|ID|policycenter.dbo.pctl_State|pctl_State_TypeCode /  pctl_State_Name /  pctl_State_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ca7commautodriver|LicenseType|ID|policycenter.dbo.pctl_LicenseType|pctl_LicenseType_TypeCode / pctl_LicenseType_Name / pctl_LicenseType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ca7commautodriver|MaritalStatus|ID|policycenter.dbo.pctl_MaritalStatus|pctl_MaritalStatus_TypeCode / pctl_MaritalStatus_Name / pctl_MaritalStatus_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ca7commautodriver|NumberofAccidents|ID|policycenter.dbo.pctl_NumberOfAccidents|pctl_NumberOfAccidents_TypeCode2 /  pctl_NumberOfAccidents_Name2 /  pctl_NumberOfAccidents_Description2|TypeCode / Name / Description
policycenter.dbo.pcx_ca7commautodriver|NumberOfAtFaultAccidents|ID|policycenter.dbo.pctl_NumberOfAccidents|pctl_NumberOfAccidents_TypeCode3 /  pctl_NumberOfAccidents_Name3 /  pctl_NumberOfAccidents_Description3|TypeCode / Name / Description
policycenter.dbo.pcx_ca7commautodriver|NumberOfMajorViolations|ID|policycenter.dbo.pctl_NumberOfAccidents|pctl_NumberOfAccidents_TypeCode4 /  pctl_NumberOfAccidents_Name4 /  pctl_NumberOfAccidents_Description4|TypeCode / Name / Description
policycenter.dbo.pcx_ca7commautodriver|NumberOfMinorViolations|ID|policycenter.dbo.pctl_NumberOfAccidents|pctl_NumberOfAccidents_TypeCode5 /  pctl_NumberOfAccidents_Name5 /  pctl_NumberOfAccidents_Description5|TypeCode / Name / Description
policycenter.dbo.pcx_ca7commautodriver|NumberOfOtherAccidents|ID|policycenter.dbo.pctl_NumberOfAccidents|pctl_NumberOfAccidents_TypeCode6 /  pctl_NumberOfAccidents_Name6 /  pctl_NumberOfAccidents_Description6|TypeCode / Name / Description
policycenter.dbo.pcx_ca7commautodriver|NumberOfSpeedingViolations|ID|policycenter.dbo.pctl_NumberOfAccidents|pctl_NumberOfAccidents_TypeCode1 / pctl_NumberOfAccidents_Name1 / pctl_NumberOfAccidents_Description1|TypeCode / Name / Description
policycenter.dbo.pcx_ca7commautodriver|NumberofViolations|ID|policycenter.dbo.pctl_NumberOfAccidents|pctl_NumberOfAccidents_TypeCode7 /  pctl_NumberOfAccidents_Name7 /  pctl_NumberOfAccidents_Description7|TypeCode / Name / Description
policycenter.dbo.pcx_ca7commautodriver|OrderStatus|ID|policycenter.dbo.pctl_MVRStatus|pctl_MVRStatus_TypeCode / pctl_MVRStatus_Name / pctl_MVRStatus_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ca7commautodriver|YearsExperience|ID|policycenter.dbo.pctl_DriverExperience|pctl_DriverExperience_TypeCode / pctl_DriverExperience_Name / pctl_DriverExperience_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ca7commautodrivermvr|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ca7commautodrivermvr|OrderStatus|ID|policycenter.dbo.pctl_MVRStatus|pctl_MVRStatus_TypeCode / pctl_MVRStatus_Name / pctl_MVRStatus_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ca7commautolinecond|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ca7commautolinecond|Currency|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ca7commautolinecond|Subtype|ID|policycenter.dbo.pctl_CA7CommAutoLineCond|pctl_CA7CommAutoLineCond_TypeCode / pctl_CA7CommAutoLineCond_Name / pctl_CA7CommAutoLineCond_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ca7commautolinecov|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ca7commautolinecov|Currency|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ca7commautolinecov|Subtype|ID|policycenter.dbo.pctl_CA7CommAutoLineCov|pctl_CA7CommAutoLineCov_TypeCode / pctl_CA7CommAutoLineCov_Name / pctl_CA7CommAutoLineCov_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ca7commautolineexcl|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ca7commautolineexcl|Currency|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ca7commautolineexcl|Subtype|ID|policycenter.dbo.pctl_CA7CommAutoLineExcl|pctl_CA7CommAutoLineExcl_TypeCode / pctl_CA7CommAutoLineExcl_Name / pctl_CA7CommAutoLineExcl_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ca7cost|ActualAmount_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode2 / pctl_Currency_Name2 / pctl_Currency_Description2|TypeCode / Name / Description
policycenter.dbo.pcx_ca7cost|ActualAmountBilling_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode3 / pctl_Currency_Name3 / pctl_Currency_Description3|TypeCode / Name / Description
policycenter.dbo.pcx_ca7cost|ActualTermAmount_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode4 / pctl_Currency_Name4 / pctl_Currency_Description4|TypeCode / Name / Description
policycenter.dbo.pcx_ca7cost|ActualTermAmountBilling_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode5 /  pctl_Currency_Name5 /  pctl_Currency_Description5|TypeCode / Name / Description
policycenter.dbo.pcx_ca7cost|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode /  pctl_EffDatedChangeType_Name /  pctl_EffDatedChangeType_Description|TypeCode / Name / Description
